Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13792.0,66,3,383.95,3,3,2,332,Loyal
13793.0,647,1,96.0,1,1,1,111,Lost
13794.0,547,1,126.03,1,1,1,111,Lost
13795.0,388,4,836.3,2,3,3,233,Lost
13796.0,499,1,289.7,1,1,2,112,Lost
13797.0,437,4,1168.45,1,3,3,133,Lost
13798.0,1,125,73573.47,5,5,5,555,Champions
13799.0,117,13,2039.82,3,5,4,354,Loyal
13800.0,310,3,1679.56,2,3,4,234,Lost
13801.0,67,1,324.8,3,1,2,312,Loyal
13802.0,138,24,25491.56,3,5,5,355,Loyal
13803.0,255,4,1319.1100000000001,2,3,4,234,Loyal
13804.0,31,9,3208.52,4,4,5,445,Loyal
13805.0,52,2,924.6,4,2,3,423,Loyal
13806.0,64,1,256.38,3,1,1,311,Loyal
13807.0,367,4,509.9,2,3,2,232,Lost
13808.0,6,5,1747.66,5,3,4,534,Loyal
13809.0,305,3,679.7,2,3,3,233,Lost
13810.0,29,4,899.51,4,3,3,433,Loyal
13811.0,184,4,591.75,3,3,3,333,Loyal
13812.0,42,3,539.0,4,3,2,432,Loyal
13813.0,40,12,2686.42,4,5,4,454,Loyal
13814.0,56,5,2239.07,4,3,4,434,Loyal
13815.0,22,10,7285.79,4,4,5,445,Loyal
13816.0,24,4,555.04,4,3,2,432,Loyal
13817.0,29,2,382.98,4,2,2,422,Loyal
13818.0,430,1,61.28,1,1,1,111,Lost
13819.0,302,7,2631.1,2,4,4,244,Lost
13820.0,418,5,640.4,1,3,3,133,Lost
13821.0,145,7,1387.03,3,4,4,344,Loyal
13822.0,6,2,632.0,5,2,3,523,Loyal
13823.0,19,8,3358.55,4,4,5,445,Loyal
13824.0,33,14,3273.36,4,5,5,455,Loyal
13825.0,622,2,255.59,1,2,1,121,Lost
13826.0,158,2,174.65,3,2,1,321,Loyal
13827.0,58,3,412.05,4,3,2,432,Loyal
13828.0,22,1,209.49,4,1,1,411,Loyal
13829.0,359,2,0.0,2,2,1,221,Lost
13830.0,574,2,135.95000000000002,1,2,1,121,Lost
13831.0,16,20,7009.18,5,5,5,555,Loyal
13832.0,18,3,602.4399999999999,5,3,3,533,Loyal
13833.0,159,2,701.36,3,2,3,323,Loyal
13834.0,577,3,247.89,1,3,1,131,Lost
13835.0,25,8,1044.82,4,4,3,443,Loyal
13836.0,399,3,602.52,2,3,3,233,Lost
13837.0,212,2,271.24,2,2,2,222,Loyal
13838.0,6,10,1966.09,5,4,4,544,Loyal
13839.0,486,1,139.95000000000002,1,1,1,111,Lost
13840.0,416,1,651.4,1,1,3,113,Lost
13841.0,253,1,85.0,2,1,1,211,Lost
13842.0,59,19,5604.96,3,5,5,355,Loyal
13843.0,381,1,319.75,2,1,2,212,Lost
13844.0,11,1,361.62,5,1,2,512,Loyal
13845.0,65,1,312.98,3,1,2,312,Loyal
13846.0,25,5,1290.34,4,3,4,434,Loyal
13847.0,720,1,310.72,1,1,2,112,Lost
13848.0,92,8,3335.0,3,4,5,345,Loyal
13849.0,52,6,3443.8,4,4,5,445,Loyal
13850.0,88,2,1586.81,3,2,4,324,Loyal
13851.0,96,9,4516.76,3,4,5,345,Loyal
13852.0,607,2,170.45000000000002,1,2,1,121,Lost
13853.0,9,2,1056.94,5,2,3,523,Loyal
13854.0,9,45,12158.21,5,5,5,555,Loyal
13855.0,501,5,1253.94,1,3,4,134,Lost
13856.0,169,15,1058.88,3,5,3,353,Loyal
13857.0,393,7,997.11,2,4,3,243,Lost
13858.0,57,1,216.17,4,1,1,411,Loyal
13859.0,326,2,515.86,2,2,2,222,Lost
13860.0,1,6,1240.0,5,4,4,544,Loyal
13861.0,429,3,251.31,1,3,1,131,Lost
13862.0,18,11,2534.04,5,5,4,554,Loyal
13863.0,245,6,1217.63,2,4,4,244,Loyal
13864.0,387,1,662.4000000000001,2,1,3,213,Lost
13865.0,58,4,501.56,4,3,2,432,Loyal
13866.0,74,1,145.67000000000002,3,1,1,311,Loyal
13867.0,31,3,1015.29,4,3,3,433,Loyal
13868.0,7,2,3192.54,5,2,5,525,Loyal
13869.0,123,10,8111.57,3,4,5,345,Loyal
13870.0,2,18,5689.84,5,5,5,555,Loyal
13871.0,23,21,7804.95,4,5,5,455,Loyal
13872.0,513,6,891.32,1,4,3,143,Lost
13873.0,120,9,1031.02,3,4,3,343,Loyal
13874.0,358,10,1989.2,2,4,4,244,Lost
13875.0,54,14,4814.37,4,5,5,455,Loyal
13876.0,64,1,122.7,3,1,1,311,Loyal
13877.0,86,5,446.33,3,3,2,332,Loyal
13878.0,55,4,2473.06,4,3,4,434,Loyal
13879.0,646,1,395.5,1,1,2,112,Lost
13880.0,21,17,4391.66,4,5,5,455,Loyal
13881.0,4,51,44392.5,5,5,5,555,Loyal
13882.0,3,6,1131.28,5,4,3,543,Loyal
13883.0,1,26,6342.74,5,5,5,555,Loyal
13884.0,7,14,1852.38,5,5,4,554,Loyal
13885.0,189,2,506.8,3,2,2,322,Loyal
13886.0,71,1,243.56,3,1,1,311,Loyal
13887.0,204,1,349.55,2,1,2,212,Loyal
13888.0,120,7,2169.05,3,4,4,344,Loyal
13889.0,93,8,1855.73,3,4,4,344,Loyal
13890.0,1,22,2858.73,5,5,5,555,Loyal
13891.0,378,3,863.5600000000001,2,3,3,233,Lost
13892.0,27,6,1267.6499999999999,4,4,4,444,Loyal
13893.0,298,1,821.1,2,1,3,213,Lost
13894.0,22,5,535.97,4,3,2,432,Loyal
13895.0,21,8,3923.62,4,4,5,445,Loyal
13896.0,626,1,388.55,1,1,2,112,Lost
13897.0,50,3,1160.72,4,3,3,433,Loyal
13898.0,326,2,686.4,2,2,3,223,Lost
13899.0,16,2,388.52,5,2,2,522,Loyal
13900.0,183,7,1608.09,3,4,4,344,Loyal
13901.0,72,20,5599.34,3,5,5,355,Loyal
13902.0,632,8,30411.26,1,4,5,145,Lost
13903.0,400,1,165.45000000000002,2,1,1,211,Lost
13904.0,37,2,332.64,4,2,2,422,Loyal
13905.0,571,3,244.45,1,3,1,131,Lost
13906.0,409,1,42.0,2,1,1,211,Lost
13907.0,692,1,136.8,1,1,1,111,Lost
13908.0,80,5,2347.05,3,3,4,334,Loyal
13909.0,423,2,286.6,1,2,2,122,Lost
13910.0,443,1,-127.66,1,1,1,111,Lost
13911.0,57,22,4200.04,4,5,5,455,Loyal
13912.0,424,1,124.95,1,1,1,111,Lost
13913.0,507,1,42.22,1,1,1,111,Lost
13914.0,4,3,613.95,5,3,3,533,Loyal
13915.0,394,2,31.200000000000003,2,2,1,221,Lost
13916.0,464,5,1260.51,1,3,4,134,Lost
13917.0,50,2,272.04,4,2,2,422,Loyal
13918.0,50,2,1212.8400000000001,4,2,4,424,Loyal
13919.0,53,5,1326.03,4,3,4,434,Loyal
13920.0,432,5,1734.88,1,3,4,134,Lost
13921.0,399,5,720.75,2,3,3,233,Lost
13922.0,352,5,824.7,2,3,3,233,Lost
13923.0,54,1,351.13,4,1,2,412,Loyal
13924.0,2,11,1682.08,5,5,4,554,Loyal
13925.0,36,6,616.65,4,4,3,443,Loyal
13926.0,23,1,223.85000000000002,4,1,1,411,Loyal
13927.0,75,3,689.96,3,3,3,333,Loyal
13928.0,11,4,464.57,5,3,2,532,Loyal
13929.0,169,14,3318.1,3,5,5,355,Loyal
13930.0,58,2,337.34,4,2,2,422,Loyal
13931.0,86,12,5250.78,3,5,5,355,Loyal
13932.0,295,1,307.4,2,1,2,212,Lost
13933.0,109,2,608.7900000000001,3,2,3,323,Loyal
13934.0,264,1,922.1,2,1,3,213,Lost
13935.0,597,3,6116.92,1,3,5,135,Lost
13936.0,171,4,924.36,3,3,3,333,Loyal
13937.0,169,3,867.38,3,3,3,333,Loyal
13938.0,35,1,71.66,4,1,1,411,Loyal
13939.0,23,10,1533.66,4,4,4,444,Loyal
13940.0,17,4,839.14,5,3,3,533,Loyal
13941.0,22,17,10846.15,4,5,5,455,Loyal
13942.0,535,1,320.0,1,1,2,112,Lost
13943.0,578,1,246.54,1,1,1,111,Lost
13944.0,653,1,200.43,1,1,1,111,Lost
13945.0,395,2,854.15,2,2,3,223,Lost
13946.0,79,7,1745.43,3,4,4,344,Loyal
13947.0,65,1,90.6,3,1,1,311,Loyal
13948.0,361,5,536.86,2,3,2,232,Lost
13949.0,3,6,2427.32,5,4,4,544,Loyal
13950.0,11,5,728.56,5,3,3,533,Loyal
13951.0,176,3,674.45,3,3,3,333,Loyal
13952.0,211,17,12790.891,2,5,5,255,Loyal
13953.0,7,12,6640.68,5,5,5,555,Loyal
13954.0,2,3,378.59,5,3,2,532,Loyal
13955.0,154,3,545.17,3,3,2,332,Loyal
13956.0,5,5,1026.42,5,3,3,533,Loyal
13957.0,418,3,458.25,1,3,2,132,Lost
13958.0,372,12,4402.33,2,5,5,255,Lost
13959.0,79,6,1076.18,3,4,3,343,Loyal
13960.0,21,2,230.22,4,2,1,421,Loyal
13961.0,385,2,498.7,2,2,2,222,Lost
13962.0,22,3,362.8,4,3,2,432,Loyal
13963.0,308,18,2899.62,2,5,5,255,Lost
13964.0,387,3,421.9,2,3,2,232,Lost
13965.0,455,5,777.6600000000001,1,3,3,133,Lost
13966.0,435,1,390.86,1,1,2,112,Lost
13967.0,146,2,166.3,3,2,1,321,Loyal
13968.0,423,1,123.66,1,1,1,111,Lost
13969.0,7,39,13212.77,5,5,5,555,Loyal
13970.0,386,2,846.55,2,2,3,223,Lost
13971.0,9,18,4593.83,5,5,5,555,Loyal
13972.0,71,2,190.25,3,2,1,321,Loyal
13973.0,287,1,264.7,2,1,2,212,Lost
13974.0,49,4,663.52,4,3,3,433,Loyal
13975.0,31,14,5327.29,4,5,5,455,Loyal
13976.0,207,4,1192.36,2,3,4,234,Loyal
13977.0,411,1,519.8100000000001,2,1,2,212,Lost
13978.0,15,2,196.79000000000002,5,2,1,521,Loyal
13979.0,73,11,3326.83,3,5,5,355,Loyal
13980.0,60,9,753.12,3,4,3,343,Loyal
13981.0,401,2,327.39,2,2,2,222,Lost
13982.0,39,13,4418.79,4,5,5,455,Loyal
13983.0,30,30,6993.41,4,5,5,455,Loyal
13984.0,27,13,1616.1200000000001,4,5,4,454,Loyal
13985.0,4,24,9982.31,5,5,5,555,Loyal
13986.0,17,1,320.46,5,1,2,512,Loyal
13987.0,380,2,682.54,2,2,3,223,Lost
13988.0,20,11,4708.64,4,5,5,455,Loyal
13989.0,66,5,2026.06,3,3,4,334,Loyal
13990.0,213,1,311.3,2,1,2,212,Loyal
13991.0,12,7,850.63,5,4,3,543,Loyal
13992.0,30,3,219.5,4,3,1,431,Loyal
13993.0,32,24,6690.36,4,5,5,455,Loyal
13994.0,4,6,2313.14,5,4,4,544,Loyal
13995.0,15,18,3836.26,5,5,5,555,Loyal
13996.0,386,2,895.76,2,2,3,223,Lost
13997.0,519,3,382.31,1,3,2,132,Lost
13998.0,447,3,566.7,1,3,2,132,Lost
13999.0,10,36,9438.01,5,5,5,555,Loyal
14000.0,206,8,1877.5900000000001,2,4,4,244,Loyal
14001.0,46,10,4517.34,4,4,5,445,Loyal
14002.0,134,2,529.73,3,2,2,322,Loyal
14003.0,733,1,209.41,1,1,1,111,Lost
14004.0,43,11,6258.45,4,5,5,455,Loyal
14005.0,10,5,2874.72,5,3,5,535,Loyal
14006.0,116,7,2196.67,3,4,4,344,Loyal
14007.0,513,1,79.48,1,1,1,111,Lost
14008.0,375,2,493.74,2,2,2,222,Lost
14009.0,198,4,1090.23,2,3,3,233,Loyal
14010.0,565,3,288.09999999999997,1,3,2,132,Lost
14011.0,480,3,451.91999999999996,1,3,2,132,Lost
14012.0,278,1,328.8,2,1,2,212,Lost
14013.0,110,6,1006.22,3,4,3,343,Loyal
14014.0,77,3,1948.21,3,3,4,334,Loyal
14015.0,53,1,917.34,4,1,3,413,Loyal
14016.0,154,13,11379.71,3,5,5,355,Loyal
14017.0,571,1,229.75,1,1,1,111,Lost
14018.0,645,1,367.15000000000003,1,1,2,112,Lost
14019.0,47,4,1398.96,4,3,4,434,Loyal
14020.0,17,5,1213.26,5,3,4,534,Loyal
14021.0,155,7,1716.58,3,4,4,344,Loyal
14022.0,225,2,792.15,2,2,3,223,Loyal
14023.0,7,2,584.07,5,2,2,522,Loyal
14024.0,122,3,645.74,3,3,3,333,Loyal
14025.0,465,10,3969.1,1,4,5,145,Lost
14026.0,471,2,713.11,1,2,3,123,Lost
14027.0,61,1,104.82,3,1,1,311,Loyal
14028.0,499,5,3175.5,1,3,5,135,Lost
14029.0,63,2,467.66,3,2,2,322,Loyal
14030.0,18,22,8145.59,5,5,5,555,Loyal
14031.0,7,55,38025.97,5,5,5,555,Loyal
14032.0,2,25,4786.07,5,5,5,555,Loyal
14033.0,555,1,109.44,1,1,1,111,Lost
14034.0,22,4,512.02,4,3,2,432,Loyal
14035.0,29,11,2852.47,4,5,4,454,Loyal
14036.0,285,1,626.65,2,1,3,213,Lost
14037.0,176,7,755.95,3,4,3,343,Loyal
14038.0,78,8,3000.93,3,4,5,345,Loyal
14039.0,33,2,267.28000000000003,4,2,2,422,Loyal
14040.0,41,42,12457.84,4,5,5,455,Loyal
14041.0,266,1,141.41,2,1,1,211,Lost
14042.0,725,1,431.98,1,1,2,112,Lost
14043.0,491,3,301.3,1,3,2,132,Lost
14044.0,27,11,3106.15,4,5,5,455,Loyal
14045.0,109,19,9660.63,3,5,5,355,Loyal
14046.0,284,1,154.99,2,1,1,211,Lost
14047.0,9,19,4158.7300000000005,5,5,5,555,Loyal
14048.0,277,4,713.89,2,3,3,233,Lost
14049.0,17,18,13064.03,5,5,5,555,Loyal
14050.0,32,2,746.36,4,2,3,423,Loyal
14051.0,1,42,22104.5,5,5,5,555,Loyal
14052.0,20,2,480.81,4,2,2,422,Loyal
14053.0,124,4,572.3,3,3,2,332,Loyal
14054.0,65,1,92.46,3,1,1,311,Loyal
14055.0,106,3,1520.96,3,3,4,334,Loyal
14056.0,1,29,8124.4,5,5,5,555,Loyal
14057.0,24,23,8338.28,4,5,5,455,Loyal
14058.0,463,2,469.19,1,2,2,122,Lost
14059.0,267,1,183.6,2,1,1,211,Lost
14060.0,5,32,9503.14,5,5,5,555,Loyal
14061.0,507,3,917.4300000000001,1,3,3,133,Lost
14062.0,10,27,25434.83,5,5,5,555,Loyal
14063.0,431,13,-3767.1999999999994,1,5,1,151,Lost
14064.0,29,21,3039.75,4,5,5,455,Loyal
14065.0,389,4,889.37,2,3,3,233,Lost
14066.0,267,1,152.55,2,1,1,211,Lost
14067.0,64,2,374.7,3,2,2,322,Loyal
14068.0,320,5,1504.97,2,3,4,234,Lost
14069.0,515,2,230.06,1,2,1,121,Lost
14070.0,685,1,326.55,1,1,2,112,Lost
14071.0,4,9,1307.41,5,4,4,544,Loyal
14072.0,667,1,390.85,1,1,2,112,Lost
14073.0,21,2,139.54,4,2,1,421,Loyal
14074.0,623,1,219.39999999999998,1,1,1,111,Lost
14075.0,5,6,1734.87,5,4,4,544,Loyal
14076.0,129,1,122.47,3,1,1,311,Loyal
14077.0,41,6,615.0799999999999,4,4,3,443,Loyal
14078.0,102,9,1692.6299999999999,3,4,4,344,Loyal
14079.0,125,2,618.73,3,2,3,323,Loyal
14080.0,33,6,1075.73,4,4,3,443,Loyal
14081.0,267,16,5250.05,2,5,5,255,Loyal
14082.0,365,2,413.36,2,2,2,222,Lost
14083.0,4,11,1407.26,5,5,4,554,Loyal
14084.0,512,1,150.5,1,1,1,111,Lost
14085.0,2,34,10092.22,5,5,5,555,Loyal
14086.0,463,1,39.95,1,1,1,111,Lost
14087.0,3,5,803.47,5,3,3,533,Loyal
14088.0,10,20,62400.02,5,5,5,555,Loyal
14089.0,57,1,161.0,4,1,1,411,Loyal
14090.0,325,1,76.32000000000001,2,1,1,211,Lost
14091.0,654,2,9530.08,1,2,5,125,Lost
14092.0,8,27,7209.74,5,5,5,555,Loyal
14093.0,12,1,442.85,5,1,2,512,Loyal
14094.0,440,2,334.27,1,2,2,122,Lost
14095.0,723,1,2.95,1,1,1,111,Lost
14096.0,4,34,57120.909999999996,5,5,5,555,Loyal
14097.0,481,2,422.85999999999996,1,2,2,122,Lost
14098.0,37,1,147.35,4,1,1,411,Loyal
14099.0,16,22,5700.51,5,5,5,555,Loyal
14100.0,138,1,194.9,3,1,1,311,Loyal
14101.0,74,14,9942.13,3,5,5,355,Loyal
14102.0,5,8,1314.73,5,4,4,544,Loyal
14103.0,665,1,0.0,1,1,1,111,Lost
14104.0,155,5,771.5799999999999,3,3,3,333,Loyal
14105.0,85,9,5703.9800000000005,3,4,5,345,Loyal
14106.0,737,1,214.79999999999998,1,1,1,111,Lost
14107.0,52,13,4853.7,4,5,5,455,Loyal
14108.0,31,5,1041.21,4,3,3,433,Loyal
14109.0,23,2,80.2,4,2,1,421,Loyal
14110.0,4,35,12957.6,5,5,5,555,Loyal
14111.0,14,5,688.6,5,3,3,533,Loyal
14112.0,23,27,5524.51,4,5,5,455,Loyal
14113.0,4,31,6156.75,5,5,5,555,Loyal
14114.0,274,7,1364.09,2,4,4,244,Lost
14115.0,502,2,622.6700000000001,1,2,3,123,Lost
14116.0,20,5,1382.74,4,3,4,434,Loyal
14117.0,144,1,90.0,3,1,1,311,Loyal
14118.0,429,1,458.45,1,1,2,112,Lost
14119.0,354,3,163.47,2,3,1,231,Lost
14120.0,430,1,-23.8,1,1,1,111,Lost
14121.0,4,6,2740.3,5,4,4,544,Loyal
14122.0,395,5,309.77,2,4,2,242,Lost
14123.0,733,1,436.18,1,1,2,112,Lost
14124.0,84,1,419.58000000000004,3,1,2,312,Loyal
14125.0,11,3,2740.43,5,3,4,534,Loyal
14126.0,8,5,1109.96,5,4,3,543,Loyal
14127.0,123,6,1900.0800000000002,3,4,4,344,Loyal
14128.0,61,4,909.36,3,3,3,333,Loyal
14129.0,2,9,2591.34,5,4,4,544,Loyal
14130.0,319,4,1882.67,2,3,4,234,Lost
14131.0,649,1,187.87,1,1,1,111,Lost
14132.0,2,12,3580.13,5,5,5,555,Loyal
14133.0,130,6,895.8399999999999,3,4,3,343,Loyal
14134.0,383,15,11123.35,2,5,5,255,Lost
14135.0,2,25,9605.05,5,5,5,555,Loyal
14136.0,401,7,1553.96,2,4,4,244,Lost
14137.0,682,2,294.1,1,2,2,122,Lost
14138.0,2,2,982.3800000000001,5,2,3,523,Loyal
14139.0,46,4,1086.8,4,3,3,433,Loyal
14140.0,4,3,920.05,5,3,3,533,Loyal
14141.0,3,6,879.0300000000001,5,4,3,543,Loyal
14142.0,373,4,967.75,2,3,3,233,Lost
14143.0,134,1,115.8,3,1,1,311,Loyal
14144.0,486,1,30.599999999999998,1,1,1,111,Lost
14145.0,47,8,7006.05,4,4,5,445,Loyal
14146.0,9,13,8208.87,5,5,5,555,Loyal
14147.0,49,12,2019.3,4,5,4,454,Loyal
14148.0,234,2,466.29,2,2,2,222,Loyal
14149.0,213,3,259.43,2,3,2,232,Loyal
14150.0,36,2,658.64,4,2,3,423,Loyal
14151.0,673,3,666.7,1,3,3,133,Lost
14152.0,75,9,1975.44,3,4,4,344,Loyal
14153.0,483,1,233.4,1,1,1,111,Lost
14154.0,239,10,6263.6,2,4,5,245,Loyal
14155.0,266,1,118.75,2,1,1,211,Lost
14156.0,10,202,296564.69,5,5,5,555,VIP Wholesale
14157.0,20,6,970.33,4,4,3,443,Loyal
14158.0,40,1,507.66,4,1,2,412,Loyal
14159.0,20,25,7571.88,4,5,5,455,Loyal
14160.0,610,7,8421.47,1,4,5,145,Lost
14161.0,216,7,3318.88,2,4,5,245,Loyal
14162.0,174,2,289.36,3,2,2,322,Loyal
14163.0,87,5,2594.62,3,4,4,344,Loyal
14164.0,71,2,1631.77,3,2,4,324,Loyal
14165.0,276,1,122.53999999999999,2,1,1,211,Lost
14166.0,505,2,256.85,1,2,1,121,Lost
14167.0,39,8,1296.49,4,4,4,444,Loyal
14168.0,421,3,305.9,1,3,2,132,Lost
14169.0,431,2,624.4300000000001,1,2,3,123,Lost
14170.0,375,3,597.33,2,3,3,233,Lost
14171.0,98,2,498.79,3,2,2,322,Loyal
14172.0,605,4,389.97,1,3,2,132,Lost
14173.0,11,7,566.95,5,4,2,542,Loyal
14174.0,33,1,134.46,4,1,1,411,Loyal
14175.0,51,17,7350.44,4,5,5,455,Loyal
14176.0,297,6,913.11,2,4,3,243,Lost
14177.0,85,14,2224.39,3,5,4,354,Loyal
14178.0,9,7,1620.93,5,4,4,544,Loyal
14179.0,41,2,719.78,4,2,3,423,Loyal
14180.0,11,42,6110.75,5,5,5,555,Loyal
14181.0,411,2,310.55,2,2,2,222,Lost
14182.0,444,5,660.07,1,4,3,143,Lost
14183.0,411,2,286.29,2,2,2,222,Lost
14184.0,67,1,452.89,3,1,2,312,Loyal
14185.0,331,1,197.65,2,1,1,211,Lost
14186.0,427,5,1550.63,1,4,4,144,Lost
14187.0,474,1,123.5,1,1,1,111,Lost
14188.0,9,10,2018.91,5,4,4,544,Loyal
14189.0,2,25,5764.62,5,5,5,555,Loyal
14190.0,666,1,79.9,1,1,1,111,Lost
14191.0,2,17,4713.41,5,5,5,555,Loyal
14192.0,388,1,293.74,2,1,2,212,Lost
14193.0,68,3,1210.19,3,3,4,334,Loyal
14194.0,5,54,18442.87,5,5,5,555,Loyal
14195.0,202,10,2381.24,2,4,4,244,Loyal
14196.0,107,1,335.52,3,1,2,312,Loyal
14197.0,411,1,390.05,2,1,2,212,Lost
14198.0,4,13,1527.58,5,5,4,554,Loyal
14199.0,218,6,916.4999999999999,2,4,3,243,Loyal
14200.0,617,1,379.2,1,1,2,112,Lost
14201.0,60,12,1134.14,3,5,3,353,Loyal
14202.0,381,3,847.76,2,3,3,233,Lost
14203.0,397,1,339.34,2,1,2,212,Lost
14204.0,2,4,1062.96,5,3,3,533,Loyal
14205.0,11,12,1908.38,5,5,4,554,Loyal
14206.0,239,5,1145.21,2,4,3,243,Loyal
14207.0,688,1,157.8,1,1,1,111,Lost
14208.0,95,2,567.05,3,2,2,322,Loyal
14209.0,11,19,4937.37,5,5,5,555,Loyal
14210.0,91,21,5814.320000000001,3,5,5,355,Loyal
14211.0,53,26,4301.69,4,5,5,455,Loyal
14212.0,90,2,2190.14,3,2,4,324,Loyal
14213.0,372,2,-1192.2,2,2,1,221,Lost
14214.0,31,7,1000.23,4,4,3,443,Loyal
14215.0,12,10,3404.53,5,4,5,545,Loyal
14216.0,3,6,2142.39,5,4,4,544,Loyal
14217.0,2,33,3206.87,5,5,5,555,Loyal
14218.0,43,1,169.48000000000002,4,1,1,411,Loyal
14219.0,4,3,633.83,5,3,3,533,Loyal
14220.0,247,4,1515.0,2,3,4,234,Loyal
14221.0,42,19,6506.59,4,5,5,455,Loyal
14222.0,177,1,683.17,3,1,3,313,Loyal
14223.0,92,4,975.23,3,3,3,333,Loyal
14224.0,110,9,1897.9,3,4,4,344,Loyal
14225.0,435,5,2015.12,1,4,4,144,Lost
14226.0,29,9,2967.78,4,4,5,445,Loyal
14227.0,26,22,6327.31,4,5,5,455,Loyal
14228.0,438,3,745.5,1,3,3,133,Lost
14229.0,52,11,2468.99,4,5,4,454,Loyal
14230.0,436,3,979.8000000000001,1,3,3,133,Lost
14231.0,179,6,1131.97,3,4,3,343,Loyal
14232.0,32,8,2043.93,4,4,4,444,Loyal
14233.0,44,10,2766.96,4,4,4,444,Loyal
14234.0,22,4,775.46,4,3,3,433,Loyal
14235.0,10,10,4666.99,5,4,5,545,Loyal
14236.0,81,7,1732.74,3,4,4,344,Loyal
14237.0,373,3,627.04,2,3,3,233,Lost
14238.0,326,3,434.23,2,3,2,232,Lost
14239.0,43,24,4203.72,4,5,5,455,Loyal
14240.0,30,3,1247.49,4,3,4,434,Loyal
14241.0,184,2,333.70000000000005,3,2,2,322,Loyal
14242.0,235,2,280.55,2,2,2,222,Loyal
14243.0,9,23,7365.36,5,5,5,555,Loyal
14244.0,659,2,354.82,1,2,2,122,Lost
14245.0,176,5,1677.48,3,4,4,344,Loyal
14246.0,111,3,1474.06,3,3,4,334,Loyal
14247.0,278,6,769.71,2,4,3,243,Lost
14248.0,318,3,1032.95,2,3,3,233,Lost
14249.0,411,12,5625.461,2,5,5,255,Lost
14250.0,7,3,1904.05,5,3,4,534,Loyal
14251.0,2,5,2879.7000000000003,5,4,5,545,Loyal
14252.0,381,1,350.99,2,1,2,212,Lost
14253.0,493,2,363.40000000000003,1,2,2,122,Lost
14254.0,433,1,601.03,1,1,3,113,Lost
14255.0,546,4,-1441.6,1,3,1,131,Lost
14256.0,254,9,2397.34,2,4,4,244,Loyal
14257.0,51,10,5942.0,4,4,5,445,Loyal
14258.0,9,32,31027.35,5,5,5,555,Loyal
14259.0,142,1,120.0,3,1,1,311,Loyal
14260.0,471,3,824.28,1,3,3,133,Lost
14261.0,51,2,1163.45,4,2,3,423,Loyal
14262.0,8,8,2618.23,5,4,4,544,Loyal
14263.0,423,1,322.93,1,1,2,112,Lost
14264.0,155,8,1461.3600000000001,3,4,4,344,Loyal
14265.0,109,4,1373.35,3,3,4,334,Loyal
14266.0,428,1,40.56,1,1,1,111,Lost
14267.0,151,9,1259.19,3,4,4,344,Loyal
14268.0,471,1,354.85,1,1,2,112,Lost
14269.0,435,2,261.68,1,2,2,122,Lost
14270.0,332,1,492.65000000000003,2,1,2,212,Lost
14271.0,226,2,219.13,2,2,1,221,Loyal
14272.0,74,4,920.81,3,3,3,333,Loyal
14273.0,51,4,559.97,4,3,2,432,Loyal
14274.0,686,1,256.6,1,1,1,111,Lost
14275.0,396,6,1189.3799999999999,2,4,4,244,Lost
14276.0,88,13,1929.32,3,5,4,354,Loyal
14277.0,15,14,4324.47,5,5,5,555,Loyal
14278.0,410,1,205.83,2,1,1,211,Lost
14279.0,521,2,191.86,1,2,1,121,Lost
14280.0,197,1,134.04,2,1,1,211,Loyal
14281.0,408,1,245.15,2,1,1,211,Lost
14282.0,3,26,7844.66,5,5,5,555,Loyal
14283.0,463,4,628.4399999999999,1,3,3,133,Lost
14284.0,31,4,1282.85,4,3,4,434,Loyal
14285.0,21,9,3158.64,4,4,5,445,Loyal
14286.0,24,12,8396.7,4,5,5,455,Loyal
14287.0,8,4,151.23000000000002,5,3,1,531,Loyal
14288.0,212,2,413.85,2,2,2,222,Loyal
14289.0,9,6,911.26,5,4,3,543,Loyal
14290.0,11,14,4208.93,5,5,5,555,Loyal
14291.0,2,25,7844.4,5,5,5,555,Loyal
14292.0,8,27,8887.9,5,5,5,555,Loyal
14293.0,3,10,3174.33,5,4,5,545,Loyal
14294.0,407,1,375.34,2,1,2,212,Lost
14295.0,40,8,2316.06,4,4,4,444,Loyal
14296.0,414,3,448.45,2,3,2,232,Lost
14297.0,18,6,1284.06,5,4,4,544,Loyal
14298.0,3,84,90489.31,5,5,5,555,Champions
14299.0,8,41,12827.77,5,5,5,555,Loyal
14300.0,19,1,43.2,4,1,1,411,Loyal
14301.0,108,7,1956.23,3,4,4,344,Loyal
14302.0,431,3,742.9000000000001,1,3,3,133,Lost
14303.0,407,2,277.94,2,2,2,222,Lost
14304.0,223,5,1523.81,2,4,4,244,Loyal
14305.0,71,5,1803.76,3,4,4,344,Loyal
14306.0,51,7,3141.5,4,4,5,445,Loyal
14307.0,89,11,5063.08,3,5,5,355,Loyal
14308.0,549,5,-849.45,1,4,1,141,Lost
14309.0,8,12,3747.96,5,5,5,555,Loyal
14310.0,433,1,492.1,1,1,2,112,Lost
14311.0,225,3,435.90000000000003,2,3,2,232,Loyal
14312.0,47,11,3090.29,4,5,5,455,Loyal
14313.0,624,1,-302.31,1,1,1,111,Lost
14314.0,107,3,221.9,3,3,1,331,Loyal
14315.0,21,10,3168.72,4,4,5,445,Loyal
14316.0,422,6,1355.34,1,4,4,144,Lost
